CD_UNID;NOME_UNID;CD_FUNCIOMANU;NOME_FUNCIOMANU;FUNCIOMANU_ID;CD_SETORMANUT;DESCR_SETORMANUT;CD_TPCENTATIV;DESCR_ABREV_TPCENTATIV;DT_ABERTURA;CD_ORDEMSERV;ORDEMSERV_ID;CD_MAQUINA;DESCR_MAQUINA;CD_PLANMANUT;DESCR_PLANMANUT;DESCR_RECOMENOS;CF_DT_FINAL_EXECUCAO;CS_QTDE_PERIODO_MAX;CS_TOT_TEMP;CF_TOT_TEMP;SEQ_SEQPLAMANU;CD_TAREFAMANU;DESCR_TAREFAMANU;DESCR_PERIODO;DT_PRIMEXEC;TEMPO_PREV;QTDE_PERIODO;DESCR_SEQPLAMANU;CF_TEMP_PREV;ITEMPLANMA_ID;CD_ITEM;DESCR_ITEM;ITEM_ID;QTDE;QTDE_SALDO;QTDE_RESERVA
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;EXD;EXPEDICAO                     ;;;21/10/2025;32683;14263599;99989906;DESUMIDIFICADOR HCD 4500 - VENT. REATIVAÇÃO - MOTOR;1;PREVENTIVA;;21/10/2026;365;90;01:30;2;5088;REVISAR MOTOR ELÉTRICO (DESMONTAGEM, TROCA DE ROLAMENTOS, INSPECIONAR TAMPAS TRASEIRA E DIANTEIRA, TAMPA DEFLETORA, VENTOINHA, CAIXA DE LIGAÇÃO, PINTURA, PLACA DE IDENTIFICAÇÃO, MONTAGEM E TESTE).;DIAS;15/10/2024;90;365;TAREFA ANUAL;01:30;60448;40884;ROLAMENTO 6205 ZZ SKF;17029;1;6;0
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;EXD;EXPEDICAO                     ;;;31/10/2025;34458;14303315;99986410;DESUMIDIFICADOR HCD 4500 - CILINDRO;1;PREVENTIVA;;31/10/2026;365;440;07:20;1;64;REVISÃO GERAL NOS COMPONENTES;DIAS;15/11/2024;440;365;TAREFA ANUAL;07:20;;;;;;;
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;EXD;EXPEDICAO                     ;;;06/03/2026;107464;16108626;99989905;DESUMIDIFICADOR HCD 4500 - VENT. REATIVAÇÃO;1;PREVENTIVA;;21/03/2026;15;30;00:30;1;1904;TROCAR FILTRO DE AR;DIAS;25/05/2024;30;15;TAREFA QUINZENAL;00:30;56656;126938;FILTRO PLISSADO 406X609X50MM MOD.FZ01 COD.FSDH0123,MUNTERS;116856;1;32;0
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;EXD;EXPEDICAO                     ;;;06/03/2026;107465;16108627;99989903;DESUMIDIFICADOR HCD 4500 - VENT. PROCESSO;1;PREVENTIVA;;21/03/2026;15;30;00:30;1;1904;TROCAR FILTRO DE AR;DIAS;25/05/2024;30;15;TAREFA QUINZENAL;00:30;56655;187481;ELEMENTO FILTRANTE CLASSE M5 50X395X595MM COD.DHME3242,MUNTE;178256;4;0;0
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;10/03/2025;52253;14769708;99986098;GEF COMPRESSOR DE AR 01 GA55VSDFF175;1;PREVENTIVA;;09/04/2025;30;90;01:30;2;53147;DESMONTAR/ABRIR EQUIPAMENTO PARA HIGIENIZAÇÃO;DIAS;10/03/2025;90;30;;01:30;;;;;;;
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;10/03/2025;52254;14769711;99986097;GEF COMPRESSOR DE AR 02 GA55VSDFF175;1;PREVENTIVA;;09/04/2025;30;90;01:30;2;53147;DESMONTAR/ABRIR EQUIPAMENTO PARA HIGIENIZAÇÃO;DIAS;10/03/2025;90;30;;01:30;;;;;;;
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;10/03/2025;52255;14769716;99985937;GEF COMPRESSOR DE AR 03 GA55VSD+AFF;1;PREVENTIVA;;09/04/2025;30;90;01:30;2;53147;DESMONTAR/ABRIR EQUIPAMENTO PARA HIGIENIZAÇÃO;DIAS;10/03/2025;90;30;;01:30;;;;;;;
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;20/03/2025;52256;14769719;99986096;IND COMPRESSOR DE AR 01 GA55VSDFF175;1;PREVENTIVA;;19/04/2025;30;90;01:30;2;53147;DESMONTAR/ABRIR EQUIPAMENTO PARA HIGIENIZAÇÃO;DIAS;20/03/2025;90;30;;01:30;;;;;;;
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;20/03/2025;52257;14769724;99986095;IND COMPRESSOR DE AR 02 GA55VSDFF175;1;PREVENTIVA;;19/04/2025;30;90;01:30;2;53147;DESMONTAR/ABRIR EQUIPAMENTO PARA HIGIENIZAÇÃO;DIAS;20/03/2025;90;30;;01:30;;;;;;;
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;03/07/2025;70184;15207847;1705;SEPARADOR DE AMÔNIA -10°C - BOMBA 02;1;PREVENTIVA;;30/12/2025;180;0;;1;807;REVISÃO COMPLETA, TROCA DE PEÇAS DE DESGASTE DA BOMBA;DIAS;03/07/2025;0;180;REVISÃO COMPLETA DA BOMBA;;;;;;;;
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;17/12/2025;43726;14546467;99994446;SEPARADOR DE LÍQUIDO -5°C SL06 - BOMBA 01;1;PREVENTIVA;;17/12/2026;365;150;02:30;1;64;REVISÃO GERAL NOS COMPONENTES;DIAS;01/11/2024;150;365;REALIZAR SUBSTITUIÇÃO DOS ROLAMENTOS, SELO MECÂNICO E VEDAÇÕES;02:30;;;;;;;
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;17/12/2025;43727;14546468;99994447;SEPARADOR DE LÍQUIDO -5°C SL06 - BOMBA 01 - MOTOR;1;PREVENTIVA;;17/12/2026;365;150;02:30;1;5088;REVISAR MOTOR ELÉTRICO (DESMONTAGEM, TROCA DE ROLAMENTOS, INSPECIONAR TAMPAS TRASEIRA E DIANTEIRA, TAMPA DEFLETORA, VENTOINHA, CAIXA DE LIGAÇÃO, PINTURA, PLACA DE IDENTIFICAÇÃO, MONTAGEM E TESTE).;DIAS;01/11/2024;150;365;;02:30;;;;;;;
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;13/04/2026;100311;15949054;99986096;IND COMPRESSOR DE AR 01 GA55VSDFF175;1;PREVENTIVA;;12/07/2026;90;60;01:00;1;1904;TROCAR FILTRO DE AR;DIAS;10/05/2025;60;90;;01:00;64798;142487;KIT FILTRO AR/OLEO COD.2901920000,ATLAS COPCO;136313;1;1;0
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;13/04/2026;100312;15949055;99986095;IND COMPRESSOR DE AR 02 GA55VSDFF175;1;PREVENTIVA;;12/07/2026;90;60;01:00;1;1904;TROCAR FILTRO DE AR;DIAS;10/05/2025;60;90;;01:00;64799;142487;KIT FILTRO AR/OLEO COD.2901920000,ATLAS COPCO;136313;1;1;0
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;13/04/2026;100314;15949059;99986098;GEF COMPRESSOR DE AR 01 GA55VSDFF175;1;PREVENTIVA;;12/07/2026;90;60;01:00;1;1904;TROCAR FILTRO DE AR;DIAS;10/05/2025;60;90;;01:00;64800;142487;KIT FILTRO AR/OLEO COD.2901920000,ATLAS COPCO;136313;1;1;0
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;13/04/2026;100315;15949060;99986097;GEF COMPRESSOR DE AR 02 GA55VSDFF175;1;PREVENTIVA;;12/07/2026;90;60;01:00;1;1904;TROCAR FILTRO DE AR;DIAS;10/05/2025;60;90;;01:00;64801;142487;KIT FILTRO AR/OLEO COD.2901920000,ATLAS COPCO;136313;1;1;0
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;13/04/2026;100316;15949061;99985937;GEF COMPRESSOR DE AR 03 GA55VSD+AFF;1;PREVENTIVA;;12/07/2026;90;60;01:00;1;1904;TROCAR FILTRO DE AR;DIAS;10/05/2025;60;90;;01:00;64802;142487;KIT FILTRO AR/OLEO COD.2901920000,ATLAS COPCO;136313;1;1;0
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;10/06/2026;63368;15040690;99986096;IND COMPRESSOR DE AR 01 GA55VSDFF175;1;PREVENTIVA;;10/06/2027;365;90;01:30;3;75;TROCAR FILTROS AR/ÓLEO;DIAS;10/06/2026;90;365;;01:30;67310;195019;KIT FILTRO PD/PDP COD.2901300108,ATLAS COPCO;193070;1;0;0
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;10/06/2026;63368;15040690;99986096;IND COMPRESSOR DE AR 01 GA55VSDFF175;1;PREVENTIVA;;10/06/2027;365;90;01:30;3;75;TROCAR FILTROS AR/ÓLEO;DIAS;10/06/2026;90;365;;01:30;67309;195018;KIT FILTRO DD/DDP COD.2901300008,ATLAS COPCO;193069;1;0;0
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;10/06/2026;63369;15040699;99986095;IND COMPRESSOR DE AR 02 GA55VSDFF175;1;PREVENTIVA;;10/06/2027;365;90;01:30;3;75;TROCAR FILTROS AR/ÓLEO;DIAS;10/06/2026;90;365;;01:30;67312;195019;KIT FILTRO PD/PDP COD.2901300108,ATLAS COPCO;193070;1;0;0
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;10/06/2026;63369;15040699;99986095;IND COMPRESSOR DE AR 02 GA55VSDFF175;1;PREVENTIVA;;10/06/2027;365;90;01:30;3;75;TROCAR FILTROS AR/ÓLEO;DIAS;10/06/2026;90;365;;01:30;67311;195018;KIT FILTRO DD/DDP COD.2901300008,ATLAS COPCO;193069;1;0;0
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;10/06/2026;63370;15040703;99986098;GEF COMPRESSOR DE AR 01 GA55VSDFF175;1;PREVENTIVA;;10/06/2027;365;90;01:30;3;75;TROCAR FILTROS AR/ÓLEO;DIAS;10/06/2026;90;365;;01:30;67314;195019;KIT FILTRO PD/PDP COD.2901300108,ATLAS COPCO;193070;1;0;0
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;10/06/2026;63370;15040703;99986098;GEF COMPRESSOR DE AR 01 GA55VSDFF175;1;PREVENTIVA;;10/06/2027;365;90;01:30;3;75;TROCAR FILTROS AR/ÓLEO;DIAS;10/06/2026;90;365;;01:30;67313;195018;KIT FILTRO DD/DDP COD.2901300008,ATLAS COPCO;193069;1;0;0
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;10/06/2026;63371;15040705;99986097;GEF COMPRESSOR DE AR 02 GA55VSDFF175;1;PREVENTIVA;;10/06/2027;365;90;01:30;3;75;TROCAR FILTROS AR/ÓLEO;DIAS;10/06/2026;90;365;;01:30;67315;195018;KIT FILTRO DD/DDP COD.2901300008,ATLAS COPCO;193069;1;0;0
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;10/06/2026;63371;15040705;99986097;GEF COMPRESSOR DE AR 02 GA55VSDFF175;1;PREVENTIVA;;10/06/2027;365;90;01:30;3;75;TROCAR FILTROS AR/ÓLEO;DIAS;10/06/2026;90;365;;01:30;67316;195019;KIT FILTRO PD/PDP COD.2901300108,ATLAS COPCO;193070;1;0;0
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;10/06/2026;63372;15040708;99985937;GEF COMPRESSOR DE AR 03 GA55VSD+AFF;1;PREVENTIVA;;10/06/2027;365;90;01:30;3;75;TROCAR FILTROS AR/ÓLEO;DIAS;10/06/2026;90;365;;01:30;67317;195018;KIT FILTRO DD/DDP COD.2901300008,ATLAS COPCO;193069;1;0;0
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GEF;SETOR DE OPERACAO DE FRIO     ;;;10/06/2026;63372;15040708;99985937;GEF COMPRESSOR DE AR 03 GA55VSD+AFF;1;PREVENTIVA;;10/06/2027;365;90;01:30;3;75;TROCAR FILTROS AR/ÓLEO;DIAS;10/06/2026;90;365;;01:30;67318;195019;KIT FILTRO PD/PDP COD.2901300108,ATLAS COPCO;193070;1;0;0
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;GRX;SETOR SUB PRODUTOS GRAXARIA   ;;;06/07/2025;70587;15217784;99986468;CORTADOR DE TRIPAS GROSSAS - GALERIA TECNICA 80263836;1;PREVENTIVA;;04/10/2025;90;0;;4;53264;SUBSTITUIR ROLAMENTOS E RETENTORES DOS EIXOS;DIAS;06/07/2025;0;90;;;;;;;;;
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;SFL;SUBSTACAO FORCA E LUZ         ;;;06/02/2025;48174;14660897;99990068;GRUPO GERADOR STEMAC;1;PREVENTIVA;;13/02/2025;7;30;00:30;1;4285;VERIFICAR TODAS AS CONEXOES DE MANGUEIRAS;DIAS;15/01/2025;15;7;TAREFA SEMANAL;00:15;;;;;;;
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;SFL;SUBSTACAO FORCA E LUZ         ;;;06/02/2025;48174;14660897;99990068;GRUPO GERADOR STEMAC;1;PREVENTIVA;;13/02/2025;7;30;00:30;3;100060;REALIZAR TESTES DE FUNCIONAMENTO DO GRUPO GERADOR;DIAS;15/01/2025;15;7;TAREFA SEMANAL;00:15;;;;;;;
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;SFL;SUBSTACAO FORCA E LUZ         ;;;06/02/2025;48200;14661011;99990066;GRUPO GERADOR STEMAC 01;1;PREVENTIVA;;13/02/2025;7;45;00:45;1;3001;VERIFICAR TANQUES E MANGUEIRAS DE COMBUSTÍVEL;DIAS;15/01/2025;15;7;TAREFA SEMANAL;00:15;;;;;;;
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;SFL;SUBSTACAO FORCA E LUZ         ;;;06/02/2025;48200;14661011;99990066;GRUPO GERADOR STEMAC 01;1;PREVENTIVA;;13/02/2025;7;45;00:45;2;4285;VERIFICAR TODAS AS CONEXOES DE MANGUEIRAS;DIAS;15/01/2025;15;7;TAREFA SEMANAL;00:15;;;;;;;
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;SFL;SUBSTACAO FORCA E LUZ         ;;;06/02/2025;48200;14661011;99990066;GRUPO GERADOR STEMAC 01;1;PREVENTIVA;;13/02/2025;7;45;00:45;3;100060;REALIZAR TESTES DE FUNCIONAMENTO DO GRUPO GERADOR;DIAS;15/01/2025;15;7;TAREFA SEMANAL;00:15;;;;;;;
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;SFL;SUBSTACAO FORCA E LUZ         ;;;06/02/2025;48201;14661015;99990067;GRUPO GERADOR STEMAC 02;1;PREVENTIVA;;13/02/2025;7;45;00:45;1;3001;VERIFICAR TANQUES E MANGUEIRAS DE COMBUSTÍVEL;DIAS;15/01/2025;15;7;TAREFA SEMANAL;00:15;;;;;;;
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;SFL;SUBSTACAO FORCA E LUZ         ;;;06/02/2025;48201;14661015;99990067;GRUPO GERADOR STEMAC 02;1;PREVENTIVA;;13/02/2025;7;45;00:45;2;4285;VERIFICAR TODAS AS CONEXOES DE MANGUEIRAS;DIAS;15/01/2025;15;7;TAREFA SEMANAL;00:15;;;;;;;
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;SFL;SUBSTACAO FORCA E LUZ         ;;;06/02/2025;48201;14661015;99990067;GRUPO GERADOR STEMAC 02;1;PREVENTIVA;;13/02/2025;7;45;00:45;3;100060;REALIZAR TESTES DE FUNCIONAMENTO DO GRUPO GERADOR;DIAS;15/01/2025;15;7;TAREFA SEMANAL;00:15;;;;;;;
92;FRIG. AURORA CASTRO;254009;MARLOS WILLIAN SCHUMUKER;8425;SFL;SUBSTACAO FORCA E LUZ         ;;;07/02/2025;48173;14660895;99990068;GRUPO GERADOR STEMAC;1;PREVENTIVA;;14/02/2025;7;15;00:15;2;3001;VERIFICAR TANQUES E MANGUEIRAS DE COMBUSTÍVEL;DIAS;15/01/2025;15;7;TAREFA SEMANAL;00:15;;;;;;;
92;FRIG. AURORA CASTRO;254020;VALDOMIRO VICENTE DA CUNHA;8411;ABT;SETOR ABATE/RESFRIAMENTO      ;;;26/01/2026;102829;16002186;4287;INSENSIBILIZADOR ELÉTRICO MANUAL 04 FX 6.0 DUPLO FLUXO - PRÉ CO2;1;PREVENTIVA;;02/02/2026;7;15;00:15;1;5352;VERIFICAÇÃO DE GARFOS E CONEXÕES ELÉTRICAS DO INSENSIBILIZADOR;DIAS;26/01/2026;15;7;;00:15;;;;;;;
92;FRIG. AURORA CASTRO;254020;VALDOMIRO VICENTE DA CUNHA;8411;ABT;SETOR ABATE/RESFRIAMENTO      ;;;26/01/2026;102830;16002187;4287;INSENSIBILIZADOR ELÉTRICO MANUAL 04 FX 6.0 DUPLO FLUXO - PRÉ CO2;1;PREVENTIVA;;02/02/2026;7;15;00:15;2;5369;TESTE E VERIFICAÇÃO DO FUNCIONAMENTO ELÉTRICO DOS PAINÉIS;DIAS;26/01/2026;15;7;;00:15;;;;;;;
92;FRIG. AURORA CASTRO;254020;VALDOMIRO VICENTE DA CUNHA;8411;ABT;SETOR ABATE/RESFRIAMENTO      ;;;26/01/2026;99384;15927212;99985342;PRÉDIO ABATE E RESFRIAMENTO;1;PREVENTIVA;;23/02/2026;28;120;02:00;2;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;DIAS;10/12/2024;120;28;INSPEÇÃO DO SISTEMA ELÉTRICO DA ILUMINAÇÃO DO ABATE ÁREA LIMPA (CAIXA DE BOTOEIRAS, CONTATO DAS BOTOEIRAS, CABOS LIGADOS AO ELEMENTO/CONTATOR, VEDAÇÃO, HIGIENIZAÇÃO), REALIZAR SUBSTITUIÇÃO CASO NECESSÁRIO;02:00;;;;;;;
92;FRIG. AURORA CASTRO;254020;VALDOMIRO VICENTE DA CUNHA;8411;ABT;SETOR ABATE/RESFRIAMENTO      ;;;26/01/2026;102941;16004628;99997011;INSENSIBILIZADOR ELÉTRICO MANUAL 03 NEW EFX FLUXO - EMERGÊNCIAL;1;PREVENTIVA;;02/02/2026;7;30;00:30;1;5352;VERIFICAÇÃO DE GARFOS E CONEXÕES ELÉTRICAS DO INSENSIBILIZADOR;DIAS;28/01/2025;15;7;;00:15;;;;;;;
92;FRIG. AURORA CASTRO;254020;VALDOMIRO VICENTE DA CUNHA;8411;ABT;SETOR ABATE/RESFRIAMENTO      ;;;26/01/2026;102941;16004628;99997011;INSENSIBILIZADOR ELÉTRICO MANUAL 03 NEW EFX FLUXO - EMERGÊNCIAL;1;PREVENTIVA;;02/02/2026;7;30;00:30;2;5369;TESTE E VERIFICAÇÃO DO FUNCIONAMENTO ELÉTRICO DOS PAINÉIS;DIAS;28/01/2025;15;7;;00:15;;;;;;;
92;FRIG. AURORA CASTRO;254020;VALDOMIRO VICENTE DA CUNHA;8411;ABT;SETOR ABATE/RESFRIAMENTO      ;;;26/01/2026;102942;16004629;99997010;INSENSIBILIZADOR ELÉTRICO MANUAL 02 SULMAQ - SANGRIA;1;PREVENTIVA;;02/02/2026;7;30;00:30;1;5352;VERIFICAÇÃO DE GARFOS E CONEXÕES ELÉTRICAS DO INSENSIBILIZADOR;DIAS;28/01/2025;15;7;;00:15;;;;;;;
